,Argonne_ID,DepMap_ID,RRID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
2177,CTRP.NCI-H526,ACH-000767,CVCL_1569,NCI-H526,NCIH526,NCIH526_LUNG,
2178,NCI60.MDA-MB-231,ACH-000768,CVCL_0062,MDA-MB-231,MDAMB231,MDAMB231_BREAST,
2179,CCLE.MDAMB231,ACH-000768,CVCL_0062,MDA-MB-231,MDAMB231,MDAMB231_BREAST,
2180,GDSC.MDA-MB-231,ACH-000768,CVCL_0062,MDA-MB-231,MDAMB231,MDAMB231_BREAST,
2181,gCSI.MDA-MB-231,ACH-000768,CVCL_0062,MDA-MB-231,MDAMB231,MDAMB231_BREAST,
2182,CTRP.MDA-MB-231,ACH-000768,CVCL_0062,MDA-MB-231,MDAMB231,MDAMB231_BREAST,
2183,CCLE.LK2,ACH-000769,CVCL_1377,LK-2,LK2,LK2_LUNG,
2184,GDSC.LK-2,ACH-000769,CVCL_1377,LK-2,LK2,LK2_LUNG,
2185,CTRP.LK-2,ACH-000769,CVCL_1377,LK-2,LK2,LK2_LUNG,
2186,CCLE.P31FUJ,ACH-000770,CVCL_1632,P31/FUJ,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2187,GDSC.P31-FUJ,ACH-000770,CVCL_1632,P31/FUJ,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2188,CTRP.P31-FUJ,ACH-000770,CVCL_1632,P31/FUJ,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2189,CCLE.BICR56,ACH-000771,CVCL_2313,BICR 56,BICR56,BICR56_UPPER_AERODIGESTIVE_TRACT,
2190,CTRP.BICR-56,ACH-000771,CVCL_2313,BICR 56,BICR56,BICR56_UPPER_AERODIGESTIVE_TRACT,
2191,CCLE.TE441T,ACH-000772,CVCL_1754,TE 441.T,TE441T,TE441T_SOFT_TISSUE,
2192,GDSC.TE-441-T,ACH-000772,CVCL_1754,TE 441.T,TE441T,TE441T_SOFT_TISSUE,
2193,CTRP.TE-441-T,ACH-000772,CVCL_1754,TE 441.T,TE441T,TE441T_SOFT_TISSUE,
2194,CCLE.KIJK,ACH-000773,CVCL_2093,Ki-JK,KIJK,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2195,CTRP.Ki-JK,ACH-000773,CVCL_2093,Ki-JK,KIJK,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2196,CCLE.RERFLCAD2,ACH-000774,CVCL_1652,RERF-LC-Ad2,RERFLCAD2,RERFLCAD2_LUNG,
2197,CTRP.RERF-LC-Ad2,ACH-000774,CVCL_1652,RERF-LC-Ad2,RERFLCAD2,RERFLCAD2_LUNG,
2198,CCLE.NCIH727,ACH-000775,CVCL_1584,NCI-H727,NCIH727,NCIH727_LUNG,
2199,GDSC.NCI-H727,ACH-000775,CVCL_1584,NCI-H727,NCIH727,NCIH727_LUNG,
2200,gCSI.NCI-H727,ACH-000775,CVCL_1584,NCI-H727,NCIH727,NCIH727_LUNG,
2201,CTRP.NCI-H727,ACH-000775,CVCL_1584,NCI-H727,NCIH727,NCIH727_LUNG,
2202,CCLE.ONS76,ACH-000776,CVCL_1624,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2203,GDSC.ONS-76,ACH-000776,CVCL_1624,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2204,gCSI.ONS-76,ACH-000776,CVCL_1624,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2205,CTRP.ONS-76,ACH-000776,CVCL_1624,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,
2206,CCLE.KYSE30,ACH-000777,CVCL_1351,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2207,GDSC.KYSE-30,ACH-000777,CVCL_1351,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2208,gCSI.KYSE-30,ACH-000777,CVCL_1351,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2209,CTRP.KYSE-30,ACH-000777,CVCL_1351,KYSE-30,KYSE30,KYSE30_OESOPHAGUS,
2210,CCLE.HSC3,ACH-000778,CVCL_1288,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2211,GDSC.HSC-3,ACH-000778,CVCL_1288,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2212,CTRP.HSC-3,ACH-000778,CVCL_1288,HSC-3,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,
2213,CCLE.PC-9,ACH-000779,CVCL_B260,,PC9,PC9_LUNG,
2214,CCLE.NCIH1105,ACH-000780,CVCL_1455,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2215,GDSC.NCI-H1105,ACH-000780,CVCL_1455,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2216,CTRP.NCI-H1105,ACH-000780,CVCL_1455,NCI-H1105,NCIH1105,NCIH1105_LUNG,
2217,CCLE.NCIH2023,ACH-000781,CVCL_1515,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2218,GDSC.NCI-H2023,ACH-000781,CVCL_1515,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2219,gCSI.NCI-H2023,ACH-000781,CVCL_1515,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2220,CTRP.NCI-H2023,ACH-000781,CVCL_1515,NCI-H2023,NCIH2023,NCIH2023_LUNG,
2221,CCLE.SEM,ACH-000782,CVCL_0095,SEM,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2222,CTRP.SEM,ACH-000782,CVCL_0095,SEM,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2223,CCLE.CAMA1,ACH-000783,CVCL_1115,CAMA-1,CAMA1,CAMA1_BREAST,
2224,GDSC.CAMA-1,ACH-000783,CVCL_1115,CAMA-1,CAMA1,CAMA1_BREAST,
2225,gCSI.CAMA-1,ACH-000783,CVCL_1115,CAMA-1,CAMA1,CAMA1_BREAST,
2226,CTRP.CAMA-1,ACH-000783,CVCL_1115,CAMA-1,CAMA1,CAMA1_BREAST,
2227,CCLE.KYSE70,ACH-000784,CVCL_1356,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2228,GDSC.KYSE-70,ACH-000784,CVCL_1356,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2229,gCSI.KYSE-70,ACH-000784,CVCL_1356,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2230,CTRP.KYSE-70,ACH-000784,CVCL_1356,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,
2231,CCLE.NCIH2126,ACH-000785,CVCL_1532,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2232,GDSC.NCI-H2126,ACH-000785,CVCL_1532,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2233,CTRP.NCI-H2126,ACH-000785,CVCL_1532,NCI-H2126,NCIH2126,NCIH2126_LUNG,
2234,CCLE.DAUDI,ACH-000786,CVCL_0008,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2235,GDSC.Daudi,ACH-000786,CVCL_0008,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2236,gCSI.DAUDI,ACH-000786,CVCL_0008,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2237,CTRP.Daudi,ACH-000786,CVCL_0008,Daudi,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2238,CCLE.LXF289,ACH-000787,CVCL_1394,LXF-289,LXF289,LXF289_LUNG,
2239,GDSC.LXF-289,ACH-000787,CVCL_1394,LXF-289,LXF289,LXF289_LUNG,
2240,gCSI.LXF-289,ACH-000787,CVCL_1394,LXF-289,LXF289,LXF289_LUNG,
2241,CTRP.LXF-289,ACH-000787,CVCL_1394,LXF-289,LXF289,LXF289_LUNG,
2242,CCLE.A2058,ACH-000788,CVCL_1059,A2058,A2058,A2058_SKIN,
2243,GDSC.A2058,ACH-000788,CVCL_1059,A2058,A2058,A2058_SKIN,
2244,gCSI.A2058,ACH-000788,CVCL_1059,A2058,A2058,A2058_SKIN,
2245,CTRP.A2058,ACH-000788,CVCL_1059,A2058,A2058,A2058_SKIN,
2246,CCLE.NCIH810,ACH-000789,CVCL_1590,NCI-H810,NCIH810,NCIH810_LUNG,
2247,GDSC.NCI-H810,ACH-000789,CVCL_1590,NCI-H810,NCIH810,NCIH810_LUNG,
2248,CTRP.NCI-H810,ACH-000789,CVCL_1590,NCI-H810,NCIH810,NCIH810_LUNG,
2249,CCLE.SHP77,ACH-000790,CVCL_1693,SHP-77,SHP77,SHP77_LUNG,
2250,GDSC.SHP-77,ACH-000790,CVCL_1693,SHP-77,SHP77,SHP77_LUNG,
2251,CTRP.SHP-77,ACH-000790,CVCL_1693,SHP-77,SHP77,SHP77_LUNG,
2252,CCLE.RERFLCAD1,ACH-000791,CVCL_1651,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,
2253,CTRP.RERF-LC-Ad1,ACH-000791,CVCL_1651,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,
2254,CCLE.BFTC909,ACH-000792,CVCL_1084,BFTC-909,BFTC909,BFTC909_KIDNEY,
2255,GDSC.BFTC-909,ACH-000792,CVCL_1084,BFTC-909,BFTC909,BFTC909_KIDNEY,
2256,gCSI.BFTC-909,ACH-000792,CVCL_1084,BFTC-909,BFTC909,BFTC909_KIDNEY,
2257,CTRP.BFTC-909,ACH-000792,CVCL_1084,BFTC-909,BFTC909,BFTC909_KIDNEY,
2258,CCLE.KATOIII,ACH-000793,CVCL_0371,KATO III,KATOIII,KATOIII_STOMACH,
2259,GDSC.KATOIII,ACH-000793,CVCL_0371,KATO III,KATOIII,KATOIII_STOMACH,
2260,CTRP.KATOIII,ACH-000793,CVCL_0371,KATO III,KATOIII,KATOIII_STOMACH,
2261,CCLE.BICR22,ACH-000794,CVCL_2310,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2262,GDSC.BICR22,ACH-000794,CVCL_2310,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2263,CTRP.BICR-22,ACH-000794,CVCL_2310,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,
2264,CCLE.MOLT13,ACH-000795,CVCL_1422,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2265,GDSC.MOLT-13,ACH-000795,CVCL_1422,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2266,CTRP.MOLT-13,ACH-000795,CVCL_1422,MOLT-13,MOLT13,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2267,CCLE.MCAS,ACH-000796,CVCL_3020,MCAS,MCAS,MCAS_OVARY,
2268,GDSC.MCAS,ACH-000796,CVCL_3020,MCAS,MCAS,MCAS_OVARY,
2269,gCSI.MCAS,ACH-000796,CVCL_3020,MCAS,MCAS,MCAS_OVARY,
2270,CTRP.MCAS,ACH-000796,CVCL_3020,MCAS,MCAS,MCAS_OVARY,
2271,CCLE.CL40,ACH-000798,CVCL_1982,CL-40,CL40,CL40_LARGE_INTESTINE,
2272,GDSC.CL-40,ACH-000798,CVCL_1982,CL-40,CL40,CL40_LARGE_INTESTINE,
2273,CCLE.HS695T,ACH-000799,CVCL_0851,Hs 695T,HS695T,HS695T_SKIN,
2274,gCSI.HS-695T,ACH-000799,CVCL_0851,Hs 695T,HS695T,HS695T_SKIN,
2275,CCLE.NCIH446,ACH-000800,CVCL_1562,NCI-H446,NCIH446,NCIH446_LUNG,
2276,GDSC.NCI-H446,ACH-000800,CVCL_1562,NCI-H446,NCIH446,NCIH446_LUNG,
2277,gCSI.NCI-H446,ACH-000800,CVCL_1562,NCI-H446,NCIH446,NCIH446_LUNG,
2278,CTRP.NCI-H446,ACH-000800,CVCL_1562,NCI-H446,NCIH446,NCIH446_LUNG,
2279,CCLE.BFTC905,ACH-000802,CVCL_1083,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2280,GDSC.BFTC-905,ACH-000802,CVCL_1083,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2281,CTRP.BFTC-905,ACH-000802,CVCL_1083,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,
2282,CCLE.COLO668,ACH-000803,CVCL_1128,COLO 668,COLO668,COLO668_LUNG,
2283,GDSC.COLO-668,ACH-000803,CVCL_1128,COLO 668,COLO668,COLO668_LUNG,
2284,CTRP.COLO-668,ACH-000803,CVCL_1128,COLO 668,COLO668,COLO668_LUNG,
2285,CCLE.NB1,ACH-000804,CVCL_1440,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2286,GDSC.NB1,ACH-000804,CVCL_1440,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2287,gCSI.NB1,ACH-000804,CVCL_1440,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2288,CTRP.NB1,ACH-000804,CVCL_1440,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,
2289,CCLE.COLO679,ACH-000805,CVCL_1130,COLO-679,COLO679,COLO679_SKIN,
2290,GDSC.COLO-679,ACH-000805,CVCL_1130,COLO-679,COLO679,COLO679_SKIN,
2291,gCSI.COLO-679,ACH-000805,CVCL_1130,COLO-679,COLO679,COLO679_SKIN,
2292,CCLE.L540,ACH-000806,CVCL_1362,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2293,GDSC.L-540,ACH-000806,CVCL_1362,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2294,CTRP.L-540,ACH-000806,CVCL_1362,L-540,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2295,CCLE.SNU738,ACH-000807,CVCL_5087,SNU-738,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,
2296,CTRP.SNU-738,ACH-000807,CVCL_5087,SNU-738,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,
2297,CCLE.KYSE410,ACH-000809,CVCL_1352,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2298,GDSC.KYSE-410,ACH-000809,CVCL_1352,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2299,gCSI.KYSE-410,ACH-000809,CVCL_1352,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2300,CTRP.KYSE-410,ACH-000809,CVCL_1352,KYSE-410,KYSE410,KYSE410_OESOPHAGUS,
2301,CCLE.SKMEL30,ACH-000810,CVCL_0039,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2302,GDSC.SK-MEL-30,ACH-000810,CVCL_0039,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2303,gCSI.SK-MEL-30,ACH-000810,CVCL_0039,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2304,CTRP.SK-MEL-30,ACH-000810,CVCL_0039,SK-MEL-30,SKMEL30,SKMEL30_SKIN,
2305,NCI60.SK-OV-3,ACH-000811,CVCL_0532,SK-OV-3,SKOV3,SKOV3_OVARY,
2306,CCLE.SKOV3,ACH-000811,CVCL_0532,SK-OV-3,SKOV3,SKOV3_OVARY,
2307,GDSC.SK-OV-3,ACH-000811,CVCL_0532,SK-OV-3,SKOV3,SKOV3_OVARY,
2308,gCSI.SK-OV-3,ACH-000811,CVCL_0532,SK-OV-3,SKOV3,SKOV3_OVARY,
2309,CTRP.SK-OV-3,ACH-000811,CVCL_0532,SK-OV-3,SKOV3,SKOV3_OVARY,
2310,CCLE.COLO783,ACH-000812,CVCL_1997,COLO-783,COLO783,COLO783_SKIN,
2311,GDSC.COLO-783,ACH-000812,CVCL_1997,COLO-783,COLO783,COLO783_SKIN,
2312,CCLE.HS939T,ACH-000814,CVCL_1036,Hs 939.T,HS939T,HS939T_SKIN,
2313,GDSC.Hs-939-T,ACH-000814,CVCL_1036,Hs 939.T,HS939T,HS939T_SKIN,
2314,CCLE.KMH2,ACH-000815,CVCL_1330,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2315,GDSC.KM-H2,ACH-000815,CVCL_1330,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2316,CTRP.KM-H2,ACH-000815,CVCL_1330,KM-H2,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2317,CCLE.NCIH524,ACH-000816,CVCL_1568,NCI-H524,NCIH524,NCIH524_LUNG,
2318,GDSC.NCI-H524,ACH-000816,CVCL_1568,NCI-H524,NCIH524,NCIH524_LUNG,
2319,CTRP.NCI-H524,ACH-000816,CVCL_1568,NCI-H524,NCIH524,NCIH524_LUNG,
2320,NCI60.RPMI-8226,ACH-000817,CVCL_0014,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2321,CCLE.RPMI8226,ACH-000817,CVCL_0014,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2322,GDSC.RPMI-8226,ACH-000817,CVCL_0014,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2323,gCSI.RPMI-8226,ACH-000817,CVCL_0014,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2324,CTRP.RPMI-8226,ACH-000817,CVCL_0014,RPMI 8226,RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2325,CCLE.BT483,ACH-000818,CVCL_2319,BT-483,BT483,BT483_BREAST,
2326,GDSC.BT-483,ACH-000818,CVCL_2319,BT-483,BT483,BT483_BREAST,
2327,CCLE.LN18,ACH-000819,CVCL_0392,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2328,GDSC.LN-18,ACH-000819,CVCL_0392,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2329,gCSI.LN-18,ACH-000819,CVCL_0392,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2330,CTRP.LN-18,ACH-000819,CVCL_0392,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,
2331,CCLE.SW403,ACH-000820,CVCL_0545,SW403,SW403,SW403_LARGE_INTESTINE,
2332,GDSC.SW403,ACH-000820,CVCL_0545,SW403,SW403,SW403_LARGE_INTESTINE,
2333,gCSI.SW403,ACH-000820,CVCL_0545,SW403,SW403,SW403_LARGE_INTESTINE,
2334,CCLE.EJM,ACH-000821,CVCL_2030,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2335,GDSC.EJM,ACH-000821,CVCL_2030,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2336,CTRP.EJM,ACH-000821,CVCL_2030,EJM,EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2337,CCLE.SKMEL24,ACH-000822,CVCL_0599,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2338,GDSC.SK-MEL-24,ACH-000822,CVCL_0599,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2339,gCSI.SK-MEL-24,ACH-000822,CVCL_0599,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2340,CTRP.SK-MEL-24,ACH-000822,CVCL_0599,SK-MEL-24,SKMEL24,SKMEL24_SKIN,
2341,CCLE.KYSE140,ACH-000823,CVCL_1347,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2342,GDSC.KYSE-140,ACH-000823,CVCL_1347,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2343,gCSI.KYSE-140,ACH-000823,CVCL_1347,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2344,CTRP.KYSE-140,ACH-000823,CVCL_1347,KYSE-140,KYSE140,KYSE140_OESOPHAGUS,
2345,CCLE.KYSE510,ACH-000824,CVCL_1354,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2346,GDSC.KYSE-510,ACH-000824,CVCL_1354,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2347,gCSI.KYSE-510,ACH-000824,CVCL_1354,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2348,CTRP.KYSE-510,ACH-000824,CVCL_1354,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,
2349,NCI60.HOP-92,ACH-000825,CVCL_1286,HOP-92,HOP92,HOP92_LUNG,
2350,CCLE.HOP92,ACH-000825,CVCL_1286,HOP-92,HOP92,HOP92_LUNG,
2351,GDSC.HOP-92,ACH-000825,CVCL_1286,HOP-92,HOP92,HOP92_LUNG,
2352,gCSI.HOP-92,ACH-000825,CVCL_1286,HOP-92,HOP92,HOP92_LUNG,
2353,CTRP.HOP-92,ACH-000825,CVCL_1286,HOP-92,HOP92,HOP92_LUNG,
2354,CCLE.CAL12T,ACH-000826,CVCL_1105,CAL-12T,CAL12T,CAL12T_LUNG,
2355,GDSC.CAL-12T,ACH-000826,CVCL_1105,CAL-12T,CAL12T,CAL12T_LUNG,
2356,gCSI.CAL-12T,ACH-000826,CVCL_1105,CAL-12T,CAL12T,CAL12T_LUNG,
2357,CTRP.CAL-12T,ACH-000826,CVCL_1105,CAL-12T,CAL12T,CAL12T_LUNG,
2358,CCLE.WM793,ACH-000827,CVCL_8787,WM-793,WM793,WM793_SKIN,
2359,CTRP.WM-793,ACH-000827,CVCL_8787,WM-793,WM793,WM793_SKIN,
2360,CCLE.ZR7530,ACH-000828,CVCL_1661,ZR-75-30,ZR7530,ZR7530_BREAST,
2361,GDSC.ZR-75-30,ACH-000828,CVCL_1661,ZR-75-30,ZR7530,ZR7530_BREAST,
2362,CTRP.ZR-75-30,ACH-000828,CVCL_1661,ZR-75-30,ZR7530,ZR7530_BREAST,
2363,CCLE.HUNS1,ACH-000829,CVCL_2526,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2364,CTRP.HuNS1,ACH-000829,CVCL_2526,HuNS1,HUNS1,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2365,CCLE.NCIH1436,ACH-000830,CVCL_1471,NCI-H1436,NCIH1436,NCIH1436_LUNG,
2366,GDSC.NCI-H1436,ACH-000830,CVCL_1471,NCI-H1436,NCIH1436,NCIH1436_LUNG,
2367,CCLE.HEC50B,ACH-000831,CVCL_2929,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,
2368,CTRP.HEC-50B,ACH-000831,CVCL_2929,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,
2369,CCLE.CAL27,ACH-000832,CVCL_1107,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2370,GDSC.CAL-27,ACH-000832,CVCL_1107,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2371,gCSI.CAL-27,ACH-000832,CVCL_1107,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2372,CTRP.CAL-27,ACH-000832,CVCL_1107,CAL 27,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,
2373,CCLE.RH30,ACH-000833,CVCL_0041,RH-30,RH30,RH30_SOFT_TISSUE,
2374,CTRP.RH-30,ACH-000833,CVCL_0041,RH-30,RH30,RH30_SOFT_TISSUE,
2375,CCLE.UMUC1,ACH-000834,CVCL_2743,UM-UC-1,UMUC1,UMUC1_URINARY_TRACT,
2376,CTRP.UM-UC-1,ACH-000834,CVCL_2743,UM-UC-1,UMUC1,UMUC1_URINARY_TRACT,
2377,CCLE.GCT,ACH-000835,CVCL_1229,GCT,GCT,GCT_SOFT_TISSUE,
2378,GDSC.GCT,ACH-000835,CVCL_1229,GCT,GCT,GCT_SOFT_TISSUE,
2379,CTRP.GCT,ACH-000835,CVCL_1229,GCT,GCT,GCT_SOFT_TISSUE,
2380,CCLE.YD15,ACH-000836,CVCL_8930,YD-15,YD15,YD15_SALIVARY_GLAND,
2381,CTRP.YD-15,ACH-000836,CVCL_8930,YD-15,YD15,YD15_SALIVARY_GLAND,
2382,CCLE.AMO1,ACH-000838,CVCL_1806,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2383,GDSC.AMO-1,ACH-000838,CVCL_1806,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2384,gCSI.AMO-1,ACH-000838,CVCL_1806,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2385,CTRP.AMO-1,ACH-000838,CVCL_1806,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2386,CCLE.SCABER,ACH-000839,CVCL_3599,SCaBER,SCABER,SCABER_URINARY_TRACT,
2387,GDSC.SCaBER,ACH-000839,CVCL_3599,SCaBER,SCABER,SCABER_URINARY_TRACT,
2388,CTRP.SCaBER,ACH-000839,CVCL_3599,SCaBER,SCABER,SCABER_URINARY_TRACT,
2389,CCLE.HCC366,ACH-000840,CVCL_2059,HCC-366,HCC366,HCC366_LUNG,
2390,GDSC.HCC-366,ACH-000840,CVCL_2059,HCC-366,HCC366,HCC366_LUNG,
2391,CTRP.HCC-366,ACH-000840,CVCL_2059,HCC-366,HCC366,HCC366_LUNG,
2392,CCLE.NCIH2087,ACH-000841,CVCL_1524,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2393,GDSC.NCI-H2087,ACH-000841,CVCL_1524,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2394,CTRP.NCI-H2087,ACH-000841,CVCL_1524,NCI-H2087,NCIH2087,NCIH2087_LUNG,
2395,CCLE.SW480,ACH-000842,CVCL_0546,SW 480,SW480,SW480_LARGE_INTESTINE,
2396,gCSI.SW480,ACH-000842,CVCL_0546,SW 480,SW480,SW480_LARGE_INTESTINE,
2397,CCLE.HARA,ACH-000843,CVCL_2914,HARA,HARA,HARA_LUNG,
2398,GDSC.HARA,ACH-000843,CVCL_2914,HARA,HARA,HARA_LUNG,
2399,CTRP.HARA,ACH-000843,CVCL_2914,HARA,HARA,HARA_LUNG,
2400,CCLE.DMS454,ACH-000844,CVCL_2438,DMS 454,DMS454,DMS454_LUNG,
2401,CTRP.DMS-454,ACH-000844,CVCL_2438,DMS 454,DMS454,DMS454_LUNG,
2402,CCLE.FADU,ACH-000846,CVCL_1218,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2403,GDSC.FADU,ACH-000846,CVCL_1218,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2404,gCSI.FADU,ACH-000846,CVCL_1218,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2405,CTRP.FADU,ACH-000846,CVCL_1218,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,
2406,CCLE.HGC27,ACH-000847,CVCL_1279,HGC-27,HGC27,HGC27_STOMACH,
2407,GDSC.HGC-27,ACH-000847,CVCL_1279,HGC-27,HGC27,HGC27_STOMACH,
2408,gCSI.HGC-27,ACH-000847,CVCL_1279,HGC-27,HGC27,HGC27_STOMACH,
2409,CTRP.HGC-27,ACH-000847,CVCL_1279,HGC-27,HGC27,HGC27_STOMACH,
2410,CCLE.JHH7,ACH-000848,CVCL_2805,JHH-7,JHH7,JHH7_LIVER,
2411,GDSC.JHH-7,ACH-000848,CVCL_2805,JHH-7,JHH7,JHH7_LIVER,
